49,104,100.9
40,101.4,101.2
38,98,100.9
18,92,101
17,91.9,101.2
53,103.1,98.7
50,100.8,97.8
41,97.8,97.4
38,97.3,97
32,98.5,99.5
60,102.5,97.1
46,98.5,97.8
37,94.7,97.3
33,94.2,97.3
25,95.7,101.4
51,102.8,98.6
45,104,101.8
38,95.1,94.9
30,101.5,105
16,97.8,106.5
67,110,99.9
56,106.7,100.1
39,102.4,103.3
29,101.3,105
21,98.5,105.3
56,103.9,100.5
55,103.2,97
55,98.3,95.1
50,105.2,102.3
45,99.4,98.6
